date,time,kWh,datetime,hour,weekday,month
2025-08-27,11:15,0.398,2025-08-27 11:15:00,11,Wednesday,8
2025-08-27,11:30,0.46,2025-08-27 11:30:00,11,Wednesday,8
2025-08-27,11:45,0.465,2025-08-27 11:45:00,11,Wednesday,8
2025-08-27,12:00,0.371,2025-08-27 12:00:00,12,Wednesday,8
2025-08-27,12:15,0.407,2025-08-27 12:15:00,12,Wednesday,8
2025-08-27,12:30,0.362,2025-08-27 12:30:00,12,Wednesday,8
2025-08-27,12:45,0.31,2025-08-27 12:45:00,12,Wednesday,8
2025-08-27,13:00,0.364,2025-08-27 13:00:00,13,Wednesday,8
2025-08-27,13:15,0.362,2025-08-27 13:15:00,13,Wednesday,8
2025-08-27,13:30,0.439,2025-08-27 13:30:00,13,Wednesday,8
2025-08-27,13:45,0.419,2025-08-27 13:45:00,13,Wednesday,8
2025-08-27,14:00,0.388,2025-08-27 14:00:00,14,Wednesday,8
2025-08-27,14:15,0.368,2025-08-27 14:15:00,14,Wednesday,8
2025-08-27,14:30,0.412,2025-08-27 14:30:00,14,Wednesday,8
2025-08-27,14:45,0.45,2025-08-27 14:45:00,14,Wednesday,8
2025-08-27,15:00,0.416,2025-08-27 15:00:00,15,Wednesday,8
2025-08-27,15:15,0.429,2025-08-27 15:15:00,15,Wednesday,8
2025-08-27,15:30,0.501,2025-08-27 15:30:00,15,Wednesday,8
2025-08-27,15:45,0.474,2025-08-27 15:45:00,15,Wednesday,8
2025-08-27,16:00,0.437,2025-08-27 16:00:00,16,Wednesday,8
2025-08-27,16:15,0.501,2025-08-27 16:15:00,16,Wednesday,8
2025-08-27,16:30,0.477,2025-08-27 16:30:00,16,Wednesday,8
2025-08-27,16:45,0.417,2025-08-27 16:45:00,16,Wednesday,8
2025-08-27,17:00,0.466,2025-08-27 17:00:00,17,Wednesday,8
2025-08-27,17:15,0.455,2025-08-27 17:15:00,17,Wednesday,8
2025-08-27,17:30,0.521,2025-08-27 17:30:00,17,Wednesday,8
2025-08-27,17:45,0.479,2025-08-27 17:45:00,17,Wednesday,8
2025-08-27,18:00,0.929,2025-08-27 18:00:00,18,Wednesday,8
2025-08-27,18:15,0.915,2025-08-27 18:15:00,18,Wednesday,8
2025-08-27,18:30,0.931,2025-08-27 18:30:00,18,Wednesday,8
2025-08-27,18:45,0.854,2025-08-27 18:45:00,18,Wednesday,8
2025-08-27,19:00,0.852,2025-08-27 19:00:00,19,Wednesday,8
2025-08-27,19:15,0.926,2025-08-27 19:15:00,19,Wednesday,8
2025-08-27,19:30,0.926,2025-08-27 19:30:00,19,Wednesday,8
2025-08-27,19:45,0.894,2025-08-27 19:45:00,19,Wednesday,8
2025-08-27,20:00,0.83,2025-08-27 20:00:00,20,Wednesday,8
2025-08-27,20:15,0.866,2025-08-27 20:15:00,20,Wednesday,8
2025-08-27,20:30,0.932,2025-08-27 20:30:00,20,Wednesday,8
2025-08-27,20:45,0.915,2025-08-27 20:45:00,20,Wednesday,8
2025-08-27,21:00,0.884,2025-08-27 21:00:00,21,Wednesday,8
2025-08-27,21:15,0.873,2025-08-27 21:15:00,21,Wednesday,8
2025-08-27,21:30,0.921,2025-08-27 21:30:00,21,Wednesday,8
2025-08-27,21:45,0.904,2025-08-27 21:45:00,21,Wednesday,8
2025-08-27,22:00,0.384,2025-08-27 22:00:00,22,Wednesday,8
2025-08-27,22:15,0.37,2025-08-27 22:15:00,22,Wednesday,8
2025-08-27,22:30,0.396,2025-08-27 22:30:00,22,Wednesday,8
2025-08-27,22:45,0.401,2025-08-27 22:45:00,22,Wednesday,8
2025-08-27,23:00,0.365,2025-08-27 23:00:00,23,Wednesday,8
2025-08-27,23:15,0.457,2025-08-27 23:15:00,23,Wednesday,8
2025-08-27,23:30,0.366,2025-08-27 23:30:00,23,Wednesday,8
2025-08-27,23:45,0.397,2025-08-27 23:45:00,23,Wednesday,8
2025-08-28,00:00,0.068,2025-08-28 00:00:00,0,Thursday,8
2025-08-28,00:15,0.09,2025-08-28 00:15:00,0,Thursday,8
2025-08-28,00:30,0.167,2025-08-28 00:30:00,0,Thursday,8
2025-08-28,00:45,0.159,2025-08-28 00:45:00,0,Thursday,8
2025-08-28,01:00,0.139,2025-08-28 01:00:00,1,Thursday,8
2025-08-28,01:15,0.103,2025-08-28 01:15:00,1,Thursday,8
2025-08-28,01:30,0.144,2025-08-28 01:30:00,1,Thursday,8
2025-08-28,01:45,0.09,2025-08-28 01:45:00,1,Thursday,8
2025-08-28,02:00,0.173,2025-08-28 02:00:00,2,Thursday,8
2025-08-28,02:15,0.025,2025-08-28 02:15:00,2,Thursday,8
2025-08-28,02:30,0.115,2025-08-28 02:30:00,2,Thursday,8
2025-08-28,02:45,0.098,2025-08-28 02:45:00,2,Thursday,8
2025-08-28,03:00,0.182,2025-08-28 03:00:00,3,Thursday,8
2025-08-28,03:15,0.122,2025-08-28 03:15:00,3,Thursday,8
2025-08-28,03:30,0.179,2025-08-28 03:30:00,3,Thursday,8
2025-08-28,03:45,0.188,2025-08-28 03:45:00,3,Thursday,8
2025-08-28,04:00,0.148,2025-08-28 04:00:00,4,Thursday,8
2025-08-28,04:15,0.064,2025-08-28 04:15:00,4,Thursday,8
2025-08-28,04:30,0.1,2025-08-28 04:30:00,4,Thursday,8
2025-08-28,04:45,0.11,2025-08-28 04:45:00,4,Thursday,8
2025-08-28,05:00,0.146,2025-08-28 05:00:00,5,Thursday,8
2025-08-28,05:15,0.145,2025-08-28 05:15:00,5,Thursday,8
2025-08-28,05:30,0.077,2025-08-28 05:30:00,5,Thursday,8
2025-08-28,05:45,0.161,2025-08-28 05:45:00,5,Thursday,8
2025-08-28,06:00,0.674,2025-08-28 06:00:00,6,Thursday,8
2025-08-28,06:15,0.701,2025-08-28 06:15:00,6,Thursday,8
2025-08-28,06:30,0.725,2025-08-28 06:30:00,6,Thursday,8
2025-08-28,06:45,0.71,2025-08-28 06:45:00,6,Thursday,8
2025-08-28,07:00,0.778,2025-08-28 07:00:00,7,Thursday,8
2025-08-28,07:15,0.761,2025-08-28 07:15:00,7,Thursday,8
2025-08-28,07:30,0.662,2025-08-28 07:30:00,7,Thursday,8
2025-08-28,07:45,0.67,2025-08-28 07:45:00,7,Thursday,8
2025-08-28,08:00,0.761,2025-08-28 08:00:00,8,Thursday,8
2025-08-28,08:15,0.72,2025-08-28 08:15:00,8,Thursday,8
2025-08-28,08:30,0.74,2025-08-28 08:30:00,8,Thursday,8
2025-08-28,08:45,0.716,2025-08-28 08:45:00,8,Thursday,8
2025-08-28,09:00,0.504,2025-08-28 09:00:00,9,Thursday,8
2025-08-28,09:15,0.486,2025-08-28 09:15:00,9,Thursday,8
2025-08-28,09:30,0.486,2025-08-28 09:30:00,9,Thursday,8
2025-08-28,09:45,0.428,2025-08-28 09:45:00,9,Thursday,8
2025-08-28,10:00,0.479,2025-08-28 10:00:00,10,Thursday,8
2025-08-28,10:15,0.391,2025-08-28 10:15:00,10,Thursday,8
2025-08-28,10:30,0.445,2025-08-28 10:30:00,10,Thursday,8
2025-08-28,10:45,0.43,2025-08-28 10:45:00,10,Thursday,8
2025-08-28,11:00,0.424,2025-08-28 11:00:00,11,Thursday,8
2025-08-28,11:15,0.418,2025-08-28 11:15:00,11,Thursday,8
2025-08-28,11:30,0.375,2025-08-28 11:30:00,11,Thursday,8
2025-08-28,11:45,0.505,2025-08-28 11:45:00,11,Thursday,8
2025-08-28,12:00,0.381,2025-08-28 12:00:00,12,Thursday,8
2025-08-28,12:15,0.383,2025-08-28 12:15:00,12,Thursday,8
2025-08-28,12:30,0.41,2025-08-28 12:30:00,12,Thursday,8
2025-08-28,12:45,0.433,2025-08-28 12:45:00,12,Thursday,8
2025-08-28,13:00,0.443,2025-08-28 13:00:00,13,Thursday,8
2025-08-28,13:15,0.373,2025-08-28 13:15:00,13,Thursday,8
2025-08-28,13:30,0.398,2025-08-28 13:30:00,13,Thursday,8
2025-08-28,13:45,0.354,2025-08-28 13:45:00,13,Thursday,8
2025-08-28,14:00,0.419,2025-08-28 14:00:00,14,Thursday,8
2025-08-28,14:15,0.391,2025-08-28 14:15:00,14,Thursday,8
2025-08-28,14:30,0.426,2025-08-28 14:30:00,14,Thursday,8
2025-08-28,14:45,0.423,2025-08-28 14:45:00,14,Thursday,8
2025-08-28,15:00,0.486,2025-08-28 15:00:00,15,Thursday,8
2025-08-28,15:15,0.476,2025-08-28 15:15:00,15,Thursday,8
2025-08-28,15:30,0.458,2025-08-28 15:30:00,15,Thursday,8
2025-08-28,15:45,0.405,2025-08-28 15:45:00,15,Thursday,8
2025-08-28,16:00,0.468,2025-08-28 16:00:00,16,Thursday,8
2025-08-28,16:15,0.522,2025-08-28 16:15:00,16,Thursday,8
2025-08-28,16:30,0.438,2025-08-28 16:30:00,16,Thursday,8
2025-08-28,16:45,0.428,2025-08-28 16:45:00,16,Thursday,8
2025-08-28,17:00,0.48,2025-08-28 17:00:00,17,Thursday,8
2025-08-28,17:15,0.522,2025-08-28 17:15:00,17,Thursday,8
2025-08-28,17:30,0.413,2025-08-28 17:30:00,17,Thursday,8
2025-08-28,17:45,0.358,2025-08-28 17:45:00,17,Thursday,8
2025-08-28,18:00,0.885,2025-08-28 18:00:00,18,Thursday,8
2025-08-28,18:15,0.914,2025-08-28 18:15:00,18,Thursday,8
2025-08-28,18:30,0.904,2025-08-28 18:30:00,18,Thursday,8
2025-08-28,18:45,0.9,2025-08-28 18:45:00,18,Thursday,8
2025-08-28,19:00,0.89,2025-08-28 19:00:00,19,Thursday,8
2025-08-28,19:15,0.884,2025-08-28 19:15:00,19,Thursday,8
2025-08-28,19:30,0.877,2025-08-28 19:30:00,19,Thursday,8
2025-08-28,19:45,0.924,2025-08-28 19:45:00,19,Thursday,8
2025-08-28,20:00,0.933,2025-08-28 20:00:00,20,Thursday,8
2025-08-28,20:15,0.847,2025-08-28 20:15:00,20,Thursday,8
2025-08-28,20:30,0.973,2025-08-28 20:30:00,20,Thursday,8
2025-08-28,20:45,0.928,2025-08-28 20:45:00,20,Thursday,8
2025-08-28,21:00,0.932,2025-08-28 21:00:00,21,Thursday,8
2025-08-28,21:15,0.899,2025-08-28 21:15:00,21,Thursday,8
2025-08-28,21:30,0.92,2025-08-28 21:30:00,21,Thursday,8
2025-08-28,21:45,0.865,2025-08-28 21:45:00,21,Thursday,8
2025-08-28,22:00,0.453,2025-08-28 22:00:00,22,Thursday,8
2025-08-28,22:15,0.447,2025-08-28 22:15:00,22,Thursday,8
2025-08-28,22:30,0.38,2025-08-28 22:30:00,22,Thursday,8
2025-08-28,22:45,0.337,2025-08-28 22:45:00,22,Thursday,8
2025-08-28,23:00,0.378,2025-08-28 23:00:00,23,Thursday,8
2025-08-28,23:15,0.414,2025-08-28 23:15:00,23,Thursday,8
2025-08-28,23:30,0.374,2025-08-28 23:30:00,23,Thursday,8
2025-08-28,23:45,0.358,2025-08-28 23:45:00,23,Thursday,8
2025-08-29,00:00,0.136,2025-08-29 00:00:00,0,Friday,8
2025-08-29,00:15,0.095,2025-08-29 00:15:00,0,Friday,8
2025-08-29,00:30,0.183,2025-08-29 00:30:00,0,Friday,8
2025-08-29,00:45,0.168,2025-08-29 00:45:00,0,Friday,8
2025-08-29,01:00,0.157,2025-08-29 01:00:00,1,Friday,8
2025-08-29,01:15,0.102,2025-08-29 01:15:00,1,Friday,8
2025-08-29,01:30,0.138,2025-08-29 01:30:00,1,Friday,8
2025-08-29,01:45,0.174,2025-08-29 01:45:00,1,Friday,8
2025-08-29,02:00,0.046,2025-08-29 02:00:00,2,Friday,8
2025-08-29,02:15,0.138,2025-08-29 02:15:00,2,Friday,8
2025-08-29,02:30,0.186,2025-08-29 02:30:00,2,Friday,8
2025-08-29,02:45,0.202,2025-08-29 02:45:00,2,Friday,8
2025-08-29,03:00,0.092,2025-08-29 03:00:00,3,Friday,8
2025-08-29,03:15,0.141,2025-08-29 03:15:00,3,Friday,8
2025-08-29,03:30,0.172,2025-08-29 03:30:00,3,Friday,8
2025-08-29,03:45,0.178,2025-08-29 03:45:00,3,Friday,8
2025-08-29,04:00,0.056,2025-08-29 04:00:00,4,Friday,8
2025-08-29,04:15,0.05,2025-08-29 04:15:00,4,Friday,8
2025-08-29,04:30,0.136,2025-08-29 04:30:00,4,Friday,8
2025-08-29,04:45,0.15,2025-08-29 04:45:00,4,Friday,8
2025-08-29,05:00,0.125,2025-08-29 05:00:00,5,Friday,8
2025-08-29,05:15,0.117,2025-08-29 05:15:00,5,Friday,8
2025-08-29,05:30,0.181,2025-08-29 05:30:00,5,Friday,8
2025-08-29,05:45,0.189,2025-08-29 05:45:00,5,Friday,8
2025-08-29,06:00,0.431,2025-08-29 06:00:00,6,Friday,8
2025-08-29,06:15,0.461,2025-08-29 06:15:00,6,Friday,8
2025-08-29,06:30,0.409,2025-08-29 06:30:00,6,Friday,8
2025-08-29,06:45,0.524,2025-08-29 06:45:00,6,Friday,8
2025-08-29,07:00,0.399,2025-08-29 07:00:00,7,Friday,8
2025-08-29,07:15,0.412,2025-08-29 07:15:00,7,Friday,8
2025-08-29,07:30,0.419,2025-08-29 07:30:00,7,Friday,8
2025-08-29,07:45,0.413,2025-08-29 07:45:00,7,Friday,8
2025-08-29,08:00,0.506,2025-08-29 08:00:00,8,Friday,8
2025-08-29,08:15,0.548,2025-08-29 08:15:00,8,Friday,8
2025-08-29,08:30,0.465,2025-08-29 08:30:00,8,Friday,8
2025-08-29,08:45,0.442,2025-08-29 08:45:00,8,Friday,8
2025-08-29,09:00,0.614,2025-08-29 09:00:00,9,Friday,8
2025-08-29,09:15,0.549,2025-08-29 09:15:00,9,Friday,8
2025-08-29,09:30,0.639,2025-08-29 09:30:00,9,Friday,8
2025-08-29,09:45,0.584,2025-08-29 09:45:00,9,Friday,8
2025-08-29,10:00,0.602,2025-08-29 10:00:00,10,Friday,8
2025-08-29,10:15,0.557,2025-08-29 10:15:00,10,Friday,8
2025-08-29,10:30,0.577,2025-08-29 10:30:00,10,Friday,8
2025-08-29,10:45,0.52,2025-08-29 10:45:00,10,Friday,8
2025-08-29,11:00,0.586,2025-08-29 11:00:00,11,Friday,8
2025-08-29,11:15,0.621,2025-08-29 11:15:00,11,Friday,8
2025-08-29,11:30,0.511,2025-08-29 11:30:00,11,Friday,8
2025-08-29,11:45,0.545,2025-08-29 11:45:00,11,Friday,8
2025-08-29,12:00,0.371,2025-08-29 12:00:00,12,Friday,8
2025-08-29,12:15,0.378,2025-08-29 12:15:00,12,Friday,8
2025-08-29,12:30,0.386,2025-08-29 12:30:00,12,Friday,8
2025-08-29,12:45,0.388,2025-08-29 12:45:00,12,Friday,8
2025-08-29,13:00,0.401,2025-08-29 13:00:00,13,Friday,8
2025-08-29,13:15,0.389,2025-08-29 13:15:00,13,Friday,8
2025-08-29,13:30,0.323,2025-08-29 13:30:00,13,Friday,8
2025-08-29,13:45,0.403,2025-08-29 13:45:00,13,Friday,8
2025-08-29,14:00,0.438,2025-08-29 14:00:00,14,Friday,8
2025-08-29,14:15,0.4,2025-08-29 14:15:00,14,Friday,8
2025-08-29,14:30,0.319,2025-08-29 14:30:00,14,Friday,8
2025-08-29,14:45,0.399,2025-08-29 14:45:00,14,Friday,8
2025-08-29,15:00,0.474,2025-08-29 15:00:00,15,Friday,8
2025-08-29,15:15,0.415,2025-08-29 15:15:00,15,Friday,8
2025-08-29,15:30,0.458,2025-08-29 15:30:00,15,Friday,8
2025-08-29,15:45,0.506,2025-08-29 15:45:00,15,Friday,8
2025-08-29,16:00,0.52,2025-08-29 16:00:00,16,Friday,8
2025-08-29,16:15,0.46,2025-08-29 16:15:00,16,Friday,8
2025-08-29,16:30,0.475,2025-08-29 16:30:00,16,Friday,8
2025-08-29,16:45,0.448,2025-08-29 16:45:00,16,Friday,8
2025-08-29,17:00,0.439,2025-08-29 17:00:00,17,Friday,8
2025-08-29,17:15,0.51,2025-08-29 17:15:00,17,Friday,8
2025-08-29,17:30,0.493,2025-08-29 17:30:00,17,Friday,8
2025-08-29,17:45,0.48,2025-08-29 17:45:00,17,Friday,8
2025-08-29,18:00,1.019,2025-08-29 18:00:00,18,Friday,8
2025-08-29,18:15,1.099,2025-08-29 18:15:00,18,Friday,8
2025-08-29,18:30,1.082,2025-08-29 18:30:00,18,Friday,8
2025-08-29,18:45,0.988,2025-08-29 18:45:00,18,Friday,8
2025-08-29,19:00,1.084,2025-08-29 19:00:00,19,Friday,8
2025-08-29,19:15,1.047,2025-08-29 19:15:00,19,Friday,8
2025-08-29,19:30,1.051,2025-08-29 19:30:00,19,Friday,8
2025-08-29,19:45,0.959,2025-08-29 19:45:00,19,Friday,8
2025-08-29,20:00,0.981,2025-08-29 20:00:00,20,Friday,8
2025-08-29,20:15,1.08,2025-08-29 20:15:00,20,Friday,8
2025-08-29,20:30,1.009,2025-08-29 20:30:00,20,Friday,8
2025-08-29,20:45,1.072,2025-08-29 20:45:00,20,Friday,8
2025-08-29,21:00,0.987,2025-08-29 21:00:00,21,Friday,8
2025-08-29,21:15,0.981,2025-08-29 21:15:00,21,Friday,8
2025-08-29,21:30,1.116,2025-08-29 21:30:00,21,Friday,8
2025-08-29,21:45,1.076,2025-08-29 21:45:00,21,Friday,8
2025-08-29,22:00,0.385,2025-08-29 22:00:00,22,Friday,8
2025-08-29,22:15,0.399,2025-08-29 22:15:00,22,Friday,8
2025-08-29,22:30,0.362,2025-08-29 22:30:00,22,Friday,8
2025-08-29,22:45,0.404,2025-08-29 22:45:00,22,Friday,8
2025-08-29,23:00,0.437,2025-08-29 23:00:00,23,Friday,8
2025-08-29,23:15,0.373,2025-08-29 23:15:00,23,Friday,8
2025-08-29,23:30,0.409,2025-08-29 23:30:00,23,Friday,8
2025-08-29,23:45,0.322,2025-08-29 23:45:00,23,Friday,8
2025-08-30,00:00,0.202,2025-08-30 00:00:00,0,Saturday,8
2025-08-30,00:15,0.17,2025-08-30 00:15:00,0,Saturday,8
2025-08-30,00:30,0.129,2025-08-30 00:30:00,0,Saturday,8
2025-08-30,00:45,0.117,2025-08-30 00:45:00,0,Saturday,8
2025-08-30,01:00,0.186,2025-08-30 01:00:00,1,Saturday,8
2025-08-30,01:15,0.11,2025-08-30 01:15:00,1,Saturday,8
2025-08-30,01:30,0.145,2025-08-30 01:30:00,1,Saturday,8
2025-08-30,01:45,0.117,2025-08-30 01:45:00,1,Saturday,8
2025-08-30,02:00,0.093,2025-08-30 02:00:00,2,Saturday,8
2025-08-30,02:15,0.172,2025-08-30 02:15:00,2,Saturday,8
2025-08-30,02:30,0.114,2025-08-30 02:30:00,2,Saturday,8
2025-08-30,02:45,0.149,2025-08-30 02:45:00,2,Saturday,8
2025-08-30,03:00,0.116,2025-08-30 03:00:00,3,Saturday,8
2025-08-30,03:15,0.125,2025-08-30 03:15:00,3,Saturday,8
2025-08-30,03:30,0.123,2025-08-30 03:30:00,3,Saturday,8
2025-08-30,03:45,0.104,2025-08-30 03:45:00,3,Saturday,8
2025-08-30,04:00,0.159,2025-08-30 04:00:00,4,Saturday,8
2025-08-30,04:15,0.127,2025-08-30 04:15:00,4,Saturday,8
2025-08-30,04:30,0.165,2025-08-30 04:30:00,4,Saturday,8
2025-08-30,04:45,0.16,2025-08-30 04:45:00,4,Saturday,8
2025-08-30,05:00,0.179,2025-08-30 05:00:00,5,Saturday,8
2025-08-30,05:15,0.11,2025-08-30 05:15:00,5,Saturday,8
2025-08-30,05:30,0.157,2025-08-30 05:30:00,5,Saturday,8
2025-08-30,05:45,0.123,2025-08-30 05:45:00,5,Saturday,8
2025-08-30,06:00,0.454,2025-08-30 06:00:00,6,Saturday,8
2025-08-30,06:15,0.426,2025-08-30 06:15:00,6,Saturday,8
2025-08-30,06:30,0.436,2025-08-30 06:30:00,6,Saturday,8
2025-08-30,06:45,0.48,2025-08-30 06:45:00,6,Saturday,8
2025-08-30,07:00,0.441,2025-08-30 07:00:00,7,Saturday,8
2025-08-30,07:15,0.426,2025-08-30 07:15:00,7,Saturday,8
2025-08-30,07:30,0.489,2025-08-30 07:30:00,7,Saturday,8
2025-08-30,07:45,0.469,2025-08-30 07:45:00,7,Saturday,8
2025-08-30,08:00,0.406,2025-08-30 08:00:00,8,Saturday,8
2025-08-30,08:15,0.459,2025-08-30 08:15:00,8,Saturday,8
2025-08-30,08:30,0.5,2025-08-30 08:30:00,8,Saturday,8
2025-08-30,08:45,0.499,2025-08-30 08:45:00,8,Saturday,8
2025-08-30,09:00,0.564,2025-08-30 09:00:00,9,Saturday,8
2025-08-30,09:15,0.541,2025-08-30 09:15:00,9,Saturday,8
2025-08-30,09:30,0.57,2025-08-30 09:30:00,9,Saturday,8
2025-08-30,09:45,0.639,2025-08-30 09:45:00,9,Saturday,8
2025-08-30,10:00,0.615,2025-08-30 10:00:00,10,Saturday,8
2025-08-30,10:15,0.493,2025-08-30 10:15:00,10,Saturday,8
2025-08-30,10:30,0.619,2025-08-30 10:30:00,10,Saturday,8
2025-08-30,10:45,0.496,2025-08-30 10:45:00,10,Saturday,8
2025-08-30,11:00,0.662,2025-08-30 11:00:00,11,Saturday,8
2025-08-30,11:15,0.619,2025-08-30 11:15:00,11,Saturday,8
2025-08-30,11:30,0.569,2025-08-30 11:30:00,11,Saturday,8
2025-08-30,11:45,0.589,2025-08-30 11:45:00,11,Saturday,8
2025-08-30,12:00,0.416,2025-08-30 12:00:00,12,Saturday,8
2025-08-30,12:15,0.37,2025-08-30 12:15:00,12,Saturday,8
2025-08-30,12:30,0.409,2025-08-30 12:30:00,12,Saturday,8
2025-08-30,12:45,0.385,2025-08-30 12:45:00,12,Saturday,8
2025-08-30,13:00,0.38,2025-08-30 13:00:00,13,Saturday,8
2025-08-30,13:15,0.451,2025-08-30 13:15:00,13,Saturday,8
2025-08-30,13:30,0.308,2025-08-30 13:30:00,13,Saturday,8
2025-08-30,13:45,0.392,2025-08-30 13:45:00,13,Saturday,8
2025-08-30,14:00,0.334,2025-08-30 14:00:00,14,Saturday,8
2025-08-30,14:15,0.383,2025-08-30 14:15:00,14,Saturday,8
2025-08-30,14:30,0.362,2025-08-30 14:30:00,14,Saturday,8
2025-08-30,14:45,0.492,2025-08-30 14:45:00,14,Saturday,8
2025-08-30,15:00,0.434,2025-08-30 15:00:00,15,Saturday,8
2025-08-30,15:15,0.45,2025-08-30 15:15:00,15,Saturday,8
2025-08-30,15:30,0.43,2025-08-30 15:30:00,15,Saturday,8
2025-08-30,15:45,0.491,2025-08-30 15:45:00,15,Saturday,8
2025-08-30,16:00,0.435,2025-08-30 16:00:00,16,Saturday,8
2025-08-30,16:15,0.429,2025-08-30 16:15:00,16,Saturday,8
2025-08-30,16:30,0.53,2025-08-30 16:30:00,16,Saturday,8
2025-08-30,16:45,0.486,2025-08-30 16:45:00,16,Saturday,8
2025-08-30,17:00,0.466,2025-08-30 17:00:00,17,Saturday,8
2025-08-30,17:15,0.551,2025-08-30 17:15:00,17,Saturday,8
2025-08-30,17:30,0.43,2025-08-30 17:30:00,17,Saturday,8
2025-08-30,17:45,0.422,2025-08-30 17:45:00,17,Saturday,8
2025-08-30,18:00,1.008,2025-08-30 18:00:00,18,Saturday,8
2025-08-30,18:15,1.088,2025-08-30 18:15:00,18,Saturday,8
2025-08-30,18:30,1.015,2025-08-30 18:30:00,18,Saturday,8
2025-08-30,18:45,1.088,2025-08-30 18:45:00,18,Saturday,8
2025-08-30,19:00,1.015,2025-08-30 19:00:00,19,Saturday,8
2025-08-30,19:15,0.967,2025-08-30 19:15:00,19,Saturday,8
2025-08-30,19:30,1.008,2025-08-30 19:30:00,19,Saturday,8
2025-08-30,19:45,1.051,2025-08-30 19:45:00,19,Saturday,8
2025-08-30,20:00,1.088,2025-08-30 20:00:00,20,Saturday,8
2025-08-30,20:15,1.092,2025-08-30 20:15:00,20,Saturday,8
2025-08-30,20:30,1.055,2025-08-30 20:30:00,20,Saturday,8
2025-08-30,20:45,1.067,2025-08-30 20:45:00,20,Saturday,8
2025-08-30,21:00,0.934,2025-08-30 21:00:00,21,Saturday,8
2025-08-30,21:15,1.051,2025-08-30 21:15:00,21,Saturday,8
2025-08-30,21:30,1.042,2025-08-30 21:30:00,21,Saturday,8
2025-08-30,21:45,1.028,2025-08-30 21:45:00,21,Saturday,8
2025-08-30,22:00,0.363,2025-08-30 22:00:00,22,Saturday,8
2025-08-30,22:15,0.425,2025-08-30 22:15:00,22,Saturday,8
2025-08-30,22:30,0.436,2025-08-30 22:30:00,22,Saturday,8
2025-08-30,22:45,0.469,2025-08-30 22:45:00,22,Saturday,8
2025-08-30,23:00,0.382,2025-08-30 23:00:00,23,Saturday,8
2025-08-30,23:15,0.358,2025-08-30 23:15:00,23,Saturday,8
2025-08-30,23:30,0.465,2025-08-30 23:30:00,23,Saturday,8
2025-08-30,23:45,0.377,2025-08-30 23:45:00,23,Saturday,8
2025-08-31,00:00,0.109,2025-08-31 00:00:00,0,Sunday,8
2025-08-31,00:15,0.075,2025-08-31 00:15:00,0,Sunday,8
2025-08-31,00:30,0.147,2025-08-31 00:30:00,0,Sunday,8
2025-08-31,00:45,0.154,2025-08-31 00:45:00,0,Sunday,8
2025-08-31,01:00,0.164,2025-08-31 01:00:00,1,Sunday,8
2025-08-31,01:15,0.139,2025-08-31 01:15:00,1,Sunday,8
2025-08-31,01:30,0.152,2025-08-31 01:30:00,1,Sunday,8
2025-08-31,01:45,0.152,2025-08-31 01:45:00,1,Sunday,8
2025-08-31,02:00,0.151,2025-08-31 02:00:00,2,Sunday,8
2025-08-31,02:15,0.177,2025-08-31 02:15:00,2,Sunday,8
2025-08-31,02:30,0.164,2025-08-31 02:30:00,2,Sunday,8
2025-08-31,02:45,0.138,2025-08-31 02:45:00,2,Sunday,8
2025-08-31,03:00,0.109,2025-08-31 03:00:00,3,Sunday,8
2025-08-31,03:15,0.162,2025-08-31 03:15:00,3,Sunday,8
2025-08-31,03:30,0.107,2025-08-31 03:30:00,3,Sunday,8
2025-08-31,03:45,0.124,2025-08-31 03:45:00,3,Sunday,8
2025-08-31,04:00,0.101,2025-08-31 04:00:00,4,Sunday,8
2025-08-31,04:15,0.215,2025-08-31 04:15:00,4,Sunday,8
2025-08-31,04:30,0.091,2025-08-31 04:30:00,4,Sunday,8
2025-08-31,04:45,0.157,2025-08-31 04:45:00,4,Sunday,8
2025-08-31,05:00,0.157,2025-08-31 05:00:00,5,Sunday,8
2025-08-31,05:15,0.165,2025-08-31 05:15:00,5,Sunday,8
2025-08-31,05:30,0.128,2025-08-31 05:30:00,5,Sunday,8
2025-08-31,05:45,0.133,2025-08-31 05:45:00,5,Sunday,8
2025-08-31,06:00,0.447,2025-08-31 06:00:00,6,Sunday,8
2025-08-31,06:15,0.346,2025-08-31 06:15:00,6,Sunday,8
2025-08-31,06:30,0.424,2025-08-31 06:30:00,6,Sunday,8
2025-08-31,06:45,0.51,2025-08-31 06:45:00,6,Sunday,8
2025-08-31,07:00,0.422,2025-08-31 07:00:00,7,Sunday,8
2025-08-31,07:15,0.46,2025-08-31 07:15:00,7,Sunday,8
2025-08-31,07:30,0.561,2025-08-31 07:30:00,7,Sunday,8
2025-08-31,07:45,0.416,2025-08-31 07:45:00,7,Sunday,8
2025-08-31,08:00,0.435,2025-08-31 08:00:00,8,Sunday,8
2025-08-31,08:15,0.445,2025-08-31 08:15:00,8,Sunday,8
2025-08-31,08:30,0.375,2025-08-31 08:30:00,8,Sunday,8
2025-08-31,08:45,0.42,2025-08-31 08:45:00,8,Sunday,8
2025-08-31,09:00,0.528,2025-08-31 09:00:00,9,Sunday,8
2025-08-31,09:15,0.607,2025-08-31 09:15:00,9,Sunday,8
2025-08-31,09:30,0.575,2025-08-31 09:30:00,9,Sunday,8
2025-08-31,09:45,0.5,2025-08-31 09:45:00,9,Sunday,8
